mc,tw,t,T,E,C
1001,1,1000,6.90000000e+00,-1.60342262e-01,5.00441778e-01
3,3,0,6.90000000e+00,-1.50824653e-01,1
13,3,10,6.90000000e+00,-1.55164931e-01,5.01174200e-01
260,3,257,6.90000000e+00,-1.58048115e-01,5.00534784e-01
508,3,505,6.90000000e+00,-1.55505952e-01,5.02208891e-01
755,3,752,6.90000000e+00,-1.56420511e-01,5.00104632e-01
1003,3,1000,6.90000000e+00,-1.59195188e-01,5.00418527e-01
10,10,0,6.90000000e+00,-1.53490823e-01,1
20,10,10,6.90000000e+00,-1.57831101e-01,4.98709542e-01
267,10,257,6.90000000e+00,-1.56606523e-01,5.01011440e-01
515,10,505,6.90000000e+00,-1.59443204e-01,4.99988374e-01
762,10,752,6.90000000e+00,-1.59133185e-01,5.01743862e-01
1010,10,1000,6.90000000e+00,-1.55164931e-01,5.00941685e-01
31,31,0,6.90000000e+00,-1.62233383e-01,1
41,31,10,6.90000000e+00,-1.62078373e-01,4.98895554e-01
288,31,257,6.90000000e+00,-1.62574405e-01,5.03627232e-01
536,31,505,6.90000000e+00,-1.60714286e-01,5.01650856e-01
783,31,752,6.90000000e+00,-1.58327133e-01,4.97674851e-01
1031,31,1000,6.90000000e+00,-1.57598586e-01,4.99779111e-01
100,100,0,6.90000000e+00,-1.53025794e-01,1
110,100,10,6.90000000e+00,-1.57877604e-01,5.00348772e-01
357,100,257,6.90000000e+00,-1.55412946e-01,5.00220889e-01
605,100,505,6.90000000e+00,-1.57304067e-01,5.01685733e-01
852,100,752,6.90000000e+00,-1.65225074e-01,5.02952939e-01
1100,100,1000,6.90000000e+00,-1.61210317e-01,5.00871931e-01
1,1,0,7.00000000e+00,-1.53955853e-01,1
11,1,10,7.00000000e+00,-1.56684028e-01,4.99895368e-01
258,1,257,7.00000000e+00,-1.58001612e-01,5.02313523e-01
506,1,505,7.00000000e+00,-1.53645833e-01,5.00360398e-01
753,1,752,7.00000000e+00,-1.57707093e-01,5.00778925e-01
1001,1,1000,7.00000000e+00,-1.54141865e-01,5.00465030e-01
3,3,0,7.00000000e+00,-1.66775174e-01,1
13,3,10,7.00000000e+00,-1.45662822e-01,5.00999814e-01
260,3,257,7.00000000e+00,-1.56141493e-01,5.00244141e-01
508,3,505,7.00000000e+00,-1.60342262e-01,5.00685919e-01
755,3,752,7.00000000e+00,-1.58358135e-01,4.98697917e-01
1003,3,1000,7.00000000e+00,-1.60063244e-01,4.98488653e-01
10,10,0,7.00000000e+00,-1.60543775e-01,1
20,10,10,7.00000000e+00,-1.64217510e-01,5.00418527e-01
267,10,257,7.00000000e+00,-1.53816344e-01,5.00058129e-01
515,10,505,7.00000000e+00,-1.56529018e-01,5.00685919e-01
762,10,752,7.00000000e+00,-1.61566840e-01,5.01290458e-01
1010,10,1000,7.00000000e+00,-1.60884797e-01,5.03197080e-01
31,31,0,7.00000000e+00,-1.56637525e-01,1
41,31,10,7.00000000e+00,-1.54141865e-01,5.00244141e-01
288,31,257,7.00000000e+00,-1.53723338e-01,4.99988374e-01
536,31,505,7.00000000e+00,-1.62310888e-01,4.95779855e-01
783,31,752,7.00000000e+00,-1.57350570e-01,4.96605283e-01
1031,31,1000,7.00000000e+00,-1.59350198e-01,5.02604167e-01
100,100,0,7.00000000e+00,-1.59613715e-01,1
110,100,10,7.00000000e+00,-1.57552083e-01,4.98535156e-01
357,100,257,7.00000000e+00,-1.49863591e-01,5.02220517e-01
605,100,505,7.00000000e+00,-1.61365327e-01,5.02162388e-01
852,100,752,7.00000000e+00,-1.59009177e-01,5.01174200e-01
1100,100,1000,7.00000000e+00,-1.60776290e-01,5.00406901e-01
1,1,0,7.10000000e+00,-1.46964906e-01,1
11,1,10,7.10000000e+00,-1.50266617e-01,4.97767857e-01
258,1,257,7.10000000e+00,-1.52622768e-01,5.00767299e-01
506,1,505,7.10000000e+00,-1.54885913e-01,5.00151135e-01
753,1,752,7.10000000e+00,-1.52669271e-01,5.01197452e-01
1001,1,1000,7.10000000e+00,-1.54343378e-01,5.02662295e-01
3,3,0,7.10000000e+00,-1.58280630e-01,1
13,3,10,7.10000000e+00,-1.58327133e-01,5.02673921e-01
260,3,257,7.10000000e+00,-1.50762649e-01,5.01534598e-01
508,3,505,7.10000000e+00,-1.50483631e-01,5.02069382e-01
755,3,752,7.10000000e+00,-1.61194816e-01,4.98035249e-01
1003,3,1000,7.10000000e+00,-1.52653770e-01,5.01755487e-01
10,10,0,7.10000000e+00,-1.48359995e-01,1
20,10,10,7.10000000e+00,-1.48685516e-01,4.97791109e-01
267,10,257,7.10000000e+00,-1.54002356e-01,5.00651042e-01
515,10,505,7.10000000e+00,-1.55645461e-01,4.99546596e-01
762,10,752,7.10000000e+00,-1.46964906e-01,5.01836868e-01
1010,10,1000,7.10000000e+00,-1.54885913e-01,4.98430525e-01
31,31,0,7.10000000e+00,-1.62930928e-01,1
41,31,10,7.10000000e+00,-1.52622768e-01,4.96023996e-01
288,31,257,7.10000000e+00,-1.59350198e-01,5.03824870e-01
536,31,505,7.10000000e+00,-1.50313120e-01,4.97314453e-01
783,31,752,7.10000000e+00,-1.54637897e-01,4.97663225e-01
1031,31,1000,7.10000000e+00,-1.51739211e-01,4.99965123e-01
100,100,0,7.10000000e+00,-1.50933160e-01,1
110,100,10,7.10000000e+00,-1.52653770e-01,4.97930618e-01
357,100,257,7.10000000e+00,-1.54203869e-01,4.97453962e-01
605,100,505,7.10000000e+00,-1.53614831e-01,4.97756231e-01
852,100,752,7.10000000e+00,-1.55707465e-01,4.99837240e-01
1100,100,1000,7.10000000e+00,-1.55118428e-01,5.00546410e-01
1,1,0,7.20000000e+00,-1.55536954e-01,1
11,1,10,7.20000000e+00,-1.53692336e-01,4.97442336e-01
258,1,257,7.20000000e+00,-1.55273438e-01,5.00976562e-01
506,1,505,7.20000000e+00,-1.43399678e-01,4.99686105e-01
753,1,752,7.20000000e+00,-1.47445437e-01,4.97558594e-01
1001,1,1000,7.20000000e+00,-1.51847718e-01,5.00918434e-01
3,3,0,7.20000000e+00,-1.46298363e-01,1
13,3,10,7.20000000e+00,-1.58358135e-01,4.99011812e-01
260,3,257,7.20000000e+00,-1.51258681e-01,4.98174758e-01
508,3,505,7.20000000e+00,-1.53630332e-01,4.99104818e-01
755,3,752,7.20000000e+00,-1.55629960e-01,4.96849423e-01
1003,3,1000,7.20000000e+00,-1.54327877e-01,5.00732422e-01
10,10,0,7.20000000e+00,-1.48220486e-01,1
20,10,10,7.20000000e+00,-1.53010293e-01,4.99767485e-01
267,10,257,7.20000000e+00,-1.52591766e-01,4.99372210e-01
515,10,505,7.20000000e+00,-1.54591394e-01,4.98046875e-01
762,10,752,7.20000000e+00,-1.60047743e-01,5.02906436e-01
1010,10,1000,7.20000000e+00,-1.52622768e-01,5.02906436e-01
31,31,0,7.20000000e+00,-1.51010665e-01,1
41,31,10,7.20000000e+00,-1.52545263e-01,5.00709170e-01
288,31,257,7.20000000e+00,-1.50731647e-01,4.99279204e-01
536,31,505,7.20000000e+00,-1.49460565e-01,4.97430711e-01
783,31,752,7.20000000e+00,-1.41927083e-01,4.93861607e-01
1031,31,1000,7.20000000e+00,-1.49088542e-01,4.98790923e-01
100,100,0,7.20000000e+00,-1.45507812e-01,1
110,100,10,7.20000000e+00,-1.48515005e-01,5.00953311e-01
357,100,257,7.20000000e+00,-1.52653770e-01,5.00441778e-01
605,100,505,7.20000000e+00,-1.53986855e-01,4.99674479e-01
852,100,752,7.20000000e+00,-1.50886657e-01,5.00674293e-01
1100,100,1000,7.20000000e+00,-1.54746404e-01,4.99883743e-01
1,1,0,7.30000000e+00,-1.46639385e-01,1
11,1,10,7.30000000e+00,-1.52204241e-01,4.99453590e-01
258,1,257,7.30000000e+00,-1.49972098e-01,4.96675037e-01
506,1,505,7.30000000e+00,-1.48328993e-01,4.99848865e-01
753,1,752,7.30000000e+00,-1.48995536e-01,5.00732422e-01
1001,1,1000,7.30000000e+00,-1.48732019e-01,5.02662295e-01
3,3,0,7.30000000e+00,-1.48763021e-01,1
13,3,10,7.30000000e+00,-1.48902530e-01,4.97721354e-01
260,3,257,7.30000000e+00,-1.53537326e-01,4.98709542e-01
508,3,505,7.30000000e+00,-1.51816716e-01,5.02232143e-01
755,3,752,7.30000000e+00,-1.45554315e-01,5.01336961e-01
1003,3,1000,7.30000000e+00,-1.47507440e-01,5.01674107e-01
10,10,0,7.30000000e+00,-1.43895709e-01,1
20,10,10,7.30000000e+00,-1.46019345e-01,4.99534970e-01
267,10,257,7.30000000e+00,-1.43415179e-01,5.00604539e-01
515,10,505,7.30000000e+00,-1.50096106e-01,5.00023251e-01
762,10,752,7.30000000e+00,-1.49522569e-01,5.00081380e-01
1010,10,1000,7.30000000e+00,-1.47801959e-01,5.00000000e-01
31,31,0,7.30000000e+00,-1.47290427e-01,1
41,31,10,7.30000000e+00,-1.47057912e-01,4.99465216e-01
288,31,257,7.30000000e+00,-1.41942584e-01,5.00499907e-01
536,31,505,7.30000000e+00,-1.57180060e-01,5.00674293e-01
783,31,752,7.30000000e+00,-1.56498016e-01,5.00860305e-01
1031,31,1000,7.30000000e+00,-1.43120660e-01,5.03545852e-01
100,100,0,7.30000000e+00,-1.48840526e-01,1
110,100,10,7.30000000e+00,-1.43833705e-01,5.00604539e-01
357,100,257,7.30000000e+00,-1.43399678e-01,4.99767485e-01
605,100,505,7.30000000e+00,-1.44701761e-01,5.01720610e-01
852,100,752,7.30000000e+00,-1.42640129e-01,5.01801990e-01
1100,100,1000,7.30000000e+00,-1.48282490e-01,5.00581287e-01
1,1,0,7.40000000e+00,-1.43337674e-01,1
11,1,10,7.40000000e+00,-1.48344494e-01,5.00511533e-01
258,1,257,7.40000000e+00,-1.51754712e-01,4.99279204e-01
506,1,505,7.40000000e+00,-1.47522941e-01,5.00813802e-01
753,1,752,7.40000000e+00,-1.49414062e-01,5.03755115e-01
1001,1,1000,7.40000000e+00,-1.45182292e-01,4.99244327e-01
3,3,0,7.40000000e+00,-1.51522197e-01,1
13,3,10,7.40000000e+00,-1.51987227e-01,5.00465030e-01
260,3,257,7.40000000e+00,-1.50297619e-01,4.96477400e-01
508,3,505,7.40000000e+00,-1.46003844e-01,4.99232701e-01
755,3,752,7.40000000e+00,-1.55211434e-01,4.96744792e-01
1003,3,1000,7.40000000e+00,-1.50096106e-01,5.02313523e-01
10,10,0,7.40000000e+00,-1.45073785e-01,1
20,10,10,7.40000000e+00,-1.48049975e-01,5.03452846e-01
267,10,257,7.40000000e+00,-1.48639013e-01,5.01023065e-01
515,10,505,7.40000000e+00,-1.49181548e-01,5.01336961e-01
762,10,752,7.40000000e+00,-1.48251488e-01,4.98651414e-01
1010,10,1000,7.40000000e+00,-1.50189112e-01,4.99488467e-01
31,31,0,7.40000000e+00,-1.46856399e-01,1
41,31,10,7.40000000e+00,-1.39524430e-01,5.00534784e-01
288,31,257,7.40000000e+00,-1.49925595e-01,5.01697359e-01
536,31,505,7.40000000e+00,-1.48577009e-01,5.02197266e-01
783,31,752,7.40000000e+00,-1.42934648e-01,4.99906994e-01
1031,31,1000,7.40000000e+00,-1.42144097e-01,4.99441964e-01
100,100,0,7.40000000e+00,-1.42190600e-01,1
110,100,10,7.40000000e+00,-1.43957713e-01,5.00034877e-01
357,100,257,7.40000000e+00,-1.46561880e-01,5.00476656e-01
605,100,505,7.40000000e+00,-1.44438244e-01,4.98163132e-01
852,100,752,7.40000000e+00,-1.44081721e-01,5.04580543e-01
1100,100,1000,7.40000000e+00,-1.40407986e-01,4.98976935e-01
1,1,0,7.50000000e+00,-1.37369792e-01,1
11,1,10,7.50000000e+00,-1.49987599e-01,5.00499907e-01
258,1,257,7.50000000e+00,-1.42779638e-01,4.99802362e-01
506,1,505,7.50000000e+00,-1.49243552e-01,4.99755859e-01
753,1,752,7.50000000e+00,-1.44562252e-01,4.99709356e-01
1001,1,1000,7.50000000e+00,-1.41338046e-01,4.99930246e-01
3,3,0,7.50000000e+00,-1.42035590e-01,1
13,3,10,7.50000000e+00,-1.43523686e-01,4.98942057e-01
260,3,257,7.50000000e+00,-1.40857515e-01,5.01836868e-01
508,3,505,7.50000000e+00,-1.47181920e-01,4.98639788e-01
755,3,752,7.50000000e+00,-1.45647321e-01,4.98279390e-01
1003,3,1000,7.50000000e+00,-1.39911954e-01,4.98232887e-01
10,10,0,7.50000000e+00,-1.46375868e-01,1
20,10,10,7.50000000e+00,-1.42702133e-01,5.00313895e-01
267,10,257,7.50000000e+00,-1.39415923e-01,4.96163504e-01
515,10,505,7.50000000e+00,-1.40919519e-01,4.99779111e-01
762,10,752,7.50000000e+00,-1.48437500e-01,5.02115885e-01
1010,10,1000,7.50000000e+00,-1.46840898e-01,4.97570219e-01
31,31,0,7.50000000e+00,-1.45988343e-01,1
41,31,10,7.50000000e+00,-1.48546007e-01,4.99255952e-01
288,31,257,7.50000000e+00,-1.48065476e-01,4.98023624e-01
536,31,505,7.50000000e+00,-1.42190600e-01,4.99302455e-01
783,31,752,7.50000000e+00,-1.39663938e-01,5.00418527e-01
1031,31,1000,7.50000000e+00,-1.42438616e-01,4.96640160e-01
100,100,0,7.50000000e+00,-1.42996652e-01,1
110,100,10,7.50000000e+00,-1.39942956e-01,5.00488281e-01
357,100,257,7.50000000e+00,-1.47972470e-01,5.03313337e-01
605,100,505,7.50000000e+00,-1.48577009e-01,5.00151135e-01
852,100,752,7.50000000e+00,-1.40671503e-01,5.04592169e-01
1100,100,1000,7.50000000e+00,-1.44422743e-01,5.02720424e-01
1,1,0,7.60000000e+00,-1.41973586e-01,1
11,1,10,7.60000000e+00,-1.41291543e-01,4.98674665e-01
258,1,257,7.60000000e+00,-1.38966394e-01,5.02766927e-01
506,1,505,7.60000000e+00,-1.42919147e-01,4.99883743e-01
753,1,752,7.60000000e+00,-1.39276414e-01,5.02348400e-01
1001,1,1000,7.60000000e+00,-1.37772817e-01,4.97698103e-01
3,3,0,7.60000000e+00,-1.44624256e-01,1
13,3,10,7.60000000e+00,-1.38919891e-01,4.98349144e-01
260,3,257,7.60000000e+00,-1.37586806e-01,5.01034691e-01
508,3,505,7.60000000e+00,-1.41353547e-01,4.98721168e-01
755,3,752,7.60000000e+00,-1.37307788e-01,5.02894810e-01
1003,3,1000,7.60000000e+00,-1.38857887e-01,5.03499349e-01
10,10,0,7.60000000e+00,-1.42578125e-01,1
20,10,10,7.60000000e+00,-1.35478671e-01,4.99558222e-01
267,10,257,7.60000000e+00,-1.49135045e-01,5.00732422e-01
515,10,505,7.60000000e+00,-1.49925595e-01,4.99895368e-01
762,10,752,7.60000000e+00,-1.42407614e-01,5.01243955e-01
1010,10,1000,7.60000000e+00,-1.43570188e-01,5.00767299e-01
31,31,0,7.60000000e+00,-1.43058656e-01,1
41,31,10,7.60000000e+00,-1.39059400e-01,4.99011812e-01
288,31,257,7.60000000e+00,-1.42655630e-01,4.98430525e-01
536,31,505,7.60000000e+00,-1.39865451e-01,4.99569847e-01
783,31,752,7.60000000e+00,-1.40268477e-01,4.98186384e-01
1031,31,1000,7.60000000e+00,-1.49104043e-01,5.02394903e-01
100,100,0,7.60000000e+00,-1.49569072e-01,1
110,100,10,7.60000000e+00,-1.41648065e-01,4.97523717e-01
357,100,257,7.60000000e+00,-1.40392485e-01,4.99686105e-01
605,100,505,7.60000000e+00,-1.37974330e-01,4.99279204e-01
852,100,752,7.60000000e+00,-1.43632192e-01,5.00348772e-01
1100,100,1000,7.60000000e+00,-1.37183780e-01,5.00592913e-01
1,1,0,7.70000000e+00,-1.42485119e-01,1
11,1,10,7.70000000e+00,-1.39384921e-01,5.00069754e-01
258,1,257,7.70000000e+00,-1.39725942e-01,5.00697545e-01
506,1,505,7.70000000e+00,-1.35912698e-01,4.99604725e-01
753,1,752,7.70000000e+00,-1.43399678e-01,5.00034877e-01
1001,1,1000,7.70000000e+00,-1.40113467e-01,4.98732794e-01
3,3,0,7.70000000e+00,-1.37199281e-01,1
13,3,10,7.70000000e+00,-1.41462054e-01,4.97570219e-01
260,3,257,7.70000000e+00,-1.37865823e-01,4.97849237e-01
508,3,505,7.70000000e+00,-1.31990947e-01,4.99395461e-01
755,3,752,7.70000000e+00,-1.36160714e-01,5.00953311e-01
1003,3,1000,7.70000000e+00,-1.39105903e-01,4.98093378e-01
10,10,0,7.70000000e+00,-1.36300223e-01,1
20,10,10,7.70000000e+00,-1.41663566e-01,4.98872303e-01
267,10,257,7.70000000e+00,-1.41028026e-01,5.01836868e-01
515,10,505,7.70000000e+00,-1.41477555e-01,5.00953311e-01
762,10,752,7.70000000e+00,-1.44298735e-01,5.04824684e-01
1010,10,1000,7.70000000e+00,-1.38501364e-01,5.00430153e-01
31,31,0,7.70000000e+00,-1.35633681e-01,1
41,31,10,7.70000000e+00,-1.39059400e-01,5.01290458e-01
288,31,257,7.70000000e+00,-1.39338418e-01,5.02267020e-01
536,31,505,7.70000000e+00,-1.30626860e-01,4.99232701e-01
783,31,752,7.70000000e+00,-1.31014385e-01,5.01813616e-01
1031,31,1000,7.70000000e+00,-1.41772073e-01,4.99709356e-01
100,100,0,7.70000000e+00,-1.43849206e-01,1
110,100,10,7.70000000e+00,-1.37633309e-01,5.00941685e-01
357,100,257,7.70000000e+00,-1.43213666e-01,4.98953683e-01
605,100,505,7.70000000e+00,-1.44639757e-01,4.99523344e-01
852,100,752,7.70000000e+00,-1.36269221e-01,4.99616350e-01
1100,100,1000,7.70000000e+00,-1.36548239e-01,4.98325893e-01
1,1,0,7.80000000e+00,-1.34905134e-01,1
11,1,10,7.80000000e+00,-1.40966022e-01,5.00709170e-01
258,1,257,7.80000000e+00,-1.32657490e-01,4.98395647e-01
506,1,505,7.80000000e+00,-1.45352803e-01,5.02650670e-01
753,1,752,7.80000000e+00,-1.34703621e-01,5.01790365e-01
1001,1,1000,7.80000000e+00,-1.39183408e-01,4.98256138e-01
3,3,0,7.80000000e+00,-1.36160714e-01,1
13,3,10,7.80000000e+00,-1.46577381e-01,5.02453032e-01
260,3,257,7.80000000e+00,-1.42128596e-01,4.97593471e-01
508,3,505,7.80000000e+00,-1.38439360e-01,4.99104818e-01
755,3,752,7.80000000e+00,-1.36935764e-01,4.97349330e-01
1003,3,1000,7.80000000e+00,-1.35184152e-01,4.95989118e-01
10,10,0,7.80000000e+00,-1.39121404e-01,1
20,10,10,7.80000000e+00,-1.38904390e-01,5.01976376e-01
267,10,257,7.80000000e+00,-1.34269593e-01,4.99465216e-01
515,10,505,7.80000000e+00,-1.37788318e-01,5.02894810e-01
762,10,752,7.80000000e+00,-1.37261285e-01,5.00441778e-01
1010,10,1000,7.80000000e+00,-1.44252232e-01,5.00976562e-01
31,31,0,7.80000000e+00,-1.38609871e-01,1
41,31,10,7.80000000e+00,-1.35354663e-01,4.99255952e-01
288,31,257,7.80000000e+00,-1.37772817e-01,4.99767485e-01
536,31,505,7.80000000e+00,-1.39493428e-01,5.00685919e-01
783,31,752,7.80000000e+00,-1.42950149e-01,4.98209635e-01
1031,31,1000,7.80000000e+00,-1.44453745e-01,5.02627418e-01
100,100,0,7.80000000e+00,-1.34409102e-01,1
110,100,10,7.80000000e+00,-1.38594370e-01,5.00174386e-01
357,100,257,7.80000000e+00,-1.34362599e-01,5.00755673e-01
605,100,505,7.80000000e+00,-1.36594742e-01,5.02906436e-01
852,100,752,7.80000000e+00,-1.36920263e-01,5.01290458e-01
1100,100,1000,7.80000000e+00,-1.36377728e-01,5.02290272e-01
1,1,0,7.90000000e+00,-1.34269593e-01,1
11,1,10,7.90000000e+00,-1.40004960e-01,4.97744606e-01
258,1,257,7.90000000e+00,-1.36455233e-01,4.99104818e-01
506,1,505,7.90000000e+00,-1.35044643e-01,5.03673735e-01
753,1,752,7.90000000e+00,-1.24131944e-01,5.01220703e-01
1001,1,1000,7.90000000e+00,-1.37695312e-01,4.98721168e-01
3,3,0,7.90000000e+00,-1.36005704e-01,1
13,3,10,7.90000000e+00,-1.35494172e-01,5.02894810e-01
260,3,257,7.90000000e+00,-1.34812128e-01,5.00116257e-01
508,3,505,7.90000000e+00,-1.34300595e-01,4.97965495e-01
755,3,752,7.90000000e+00,-1.33556548e-01,5.04743304e-01
1003,3,1000,7.90000000e+00,-1.33262029e-01,4.99023438e-01
10,10,0,7.90000000e+00,-1.35680184e-01,1
20,10,10,7.90000000e+00,-1.36455233e-01,5.01023065e-01
267,10,257,7.90000000e+00,-1.27867684e-01,4.99035063e-01
515,10,505,7.90000000e+00,-1.44515749e-01,5.03569103e-01
762,10,752,7.90000000e+00,-1.37462798e-01,5.03452846e-01
1010,10,1000,7.90000000e+00,-1.35540675e-01,5.01848493e-01
31,31,0,7.90000000e+00,-1.37617808e-01,1
41,31,10,7.90000000e+00,-1.33417039e-01,4.97663225e-01
288,31,257,7.90000000e+00,-1.32331969e-01,5.01267206e-01
536,31,505,7.90000000e+00,-1.40392485e-01,4.97930618e-01
783,31,752,7.90000000e+00,-1.35571677e-01,4.99081566e-01
1031,31,1000,7.90000000e+00,-1.29200769e-01,4.99779111e-01
100,100,0,7.90000000e+00,-1.38129340e-01,1
110,100,10,7.90000000e+00,-1.34998140e-01,4.96430897e-01
357,100,257,7.90000000e+00,-1.25310020e-01,4.99116443e-01
605,100,505,7.90000000e+00,-1.28224206e-01,4.96407645e-01
852,100,752,7.90000000e+00,-1.34579613e-01,5.02918062e-01
1100,100,1000,7.90000000e+00,-1.30828373e-01,4.99837240e-01
1,1,0,8.00000000e+00,-1.34920635e-01,1
11,1,10,8.00000000e+00,-1.36997768e-01,5.00837054e-01
258,1,257,8.00000000e+00,-1.32083953e-01,4.97221447e-01
506,1,505,8.00000000e+00,-1.38640873e-01,4.99104818e-01
753,1,752,8.00000000e+00,-1.31959945e-01,5.02174014e-01
1001,1,1000,8.00000000e+00,-1.28999256e-01,4.98139881e-01
3,3,0,8.00000000e+00,-1.30812872e-01,1
13,3,10,8.00000000e+00,-1.32347470e-01,5.02185640e-01
260,3,257,8.00000000e+00,-1.26224578e-01,5.01557850e-01
508,3,505,8.00000000e+00,-1.27976190e-01,4.99593099e-01
755,3,752,8.00000000e+00,-1.30425347e-01,5.01185826e-01
1003,3,1000,8.00000000e+00,-1.30130828e-01,4.99418713e-01
10,10,0,8.00000000e+00,-1.32455977e-01,1
20,10,10,8.00000000e+00,-1.28472222e-01,5.00476656e-01
267,10,257,8.00000000e+00,-1.35184152e-01,4.99104818e-01
515,10,505,8.00000000e+00,-1.31231399e-01,5.01650856e-01
762,10,752,8.00000000e+00,-1.31959945e-01,4.98756045e-01
1010,10,1000,8.00000000e+00,-1.31665427e-01,5.06766183e-01
31,31,0,8.00000000e+00,-1.32052951e-01,1
41,31,10,8.00000000e+00,-1.34610615e-01,5.02673921e-01
288,31,257,8.00000000e+00,-1.30828373e-01,4.96861049e-01
536,31,505,8.00000000e+00,-1.25279018e-01,4.99348958e-01
783,31,752,8.00000000e+00,-1.36873760e-01,4.97186570e-01
1031,31,1000,8.00000000e+00,-1.30456349e-01,4.99058315e-01
100,100,0,8.00000000e+00,-1.28689236e-01,1
110,100,10,8.00000000e+00,-1.36873760e-01,4.97140067e-01
357,100,257,8.00000000e+00,-1.36703249e-01,5.01778739e-01
605,100,505,8.00000000e+00,-1.33649554e-01,4.98384022e-01
852,100,752,8.00000000e+00,-1.31742932e-01,4.99314081e-01
1100,100,1000,8.00000000e+00,-1.38501364e-01,5.00488281e-01
1,1,0,8.10000000e+00,-1.27077133e-01,1
11,1,10,8.10000000e+00,-1.33122520e-01,4.96965681e-01
258,1,257,8.10000000e+00,-1.33990575e-01,4.99186198e-01
506,1,505,8.10000000e+00,-1.31680928e-01,4.99569847e-01
753,1,752,8.10000000e+00,-1.27976190e-01,5.01546224e-01
1001,1,1000,8.10000000e+00,-1.36377728e-01,4.98767671e-01
3,3,0,8.10000000e+00,-1.37462798e-01,1
13,3,10,8.10000000e+00,-1.32409474e-01,4.97698103e-01
260,3,257,8.10000000e+00,-1.34192088e-01,5.00755673e-01
508,3,505,8.10000000e+00,-1.36036706e-01,4.97233073e-01
755,3,752,8.10000000e+00,-1.27495660e-01,5.01011440e-01
1003,3,1000,8.10000000e+00,-1.33742560e-01,4.99883743e-01
10,10,0,8.10000000e+00,-1.33944072e-01,1
20,10,10,8.10000000e+00,-1.32223462e-01,5.01162574e-01
267,10,257,8.10000000e+00,-1.28007192e-01,4.99104818e-01
515,10,505,8.10000000e+00,-1.33262029e-01,5.03278460e-01
762,10,752,8.10000000e+00,-1.32796999e-01,5.01092820e-01
1010,10,1000,8.10000000e+00,-1.26999628e-01,5.02813430e-01
31,31,0,8.10000000e+00,-1.30766369e-01,1
41,31,10,8.10000000e+00,-1.37121776e-01,5.00046503e-01
288,31,257,8.10000000e+00,-1.32424975e-01,5.00325521e-01
536,31,505,8.10000000e+00,-1.36796255e-01,5.00209263e-01
783,31,752,8.10000000e+00,-1.26844618e-01,5.02987816e-01
1031,31,1000,8.10000000e+00,-1.25372024e-01,4.95070685e-01
100,100,0,8.10000000e+00,-1.27154638e-01,1
110,100,10,8.10000000e+00,-1.40780010e-01,5.00883557e-01
357,100,257,8.10000000e+00,-1.29030258e-01,4.99965123e-01
605,100,505,8.10000000e+00,-1.29386781e-01,5.01034691e-01
852,100,752,8.10000000e+00,-1.35091146e-01,5.03580729e-01
1100,100,1000,8.10000000e+00,-1.37168279e-01,4.97802734e-01
1,1,0,8.20000000e+00,-1.27123636e-01,1
11,1,10,8.20000000e+00,-1.31479415e-01,4.99081566e-01
258,1,257,8.20000000e+00,-1.28332713e-01,4.98128255e-01
506,1,505,8.20000000e+00,-1.23263889e-01,4.98593285e-01
753,1,752,8.20000000e+00,-1.27759177e-01,5.03813244e-01
1001,1,1000,8.20000000e+00,-1.29913814e-01,5.00313895e-01
3,3,0,8.20000000e+00,-1.24937996e-01,1
13,3,10,8.20000000e+00,-1.30797371e-01,5.01429967e-01
260,3,257,8.20000000e+00,-1.31742932e-01,4.98558408e-01
508,3,505,8.20000000e+00,-1.25728547e-01,4.99790737e-01
755,3,752,8.20000000e+00,-1.33339534e-01,4.96337891e-01
1003,3,1000,8.20000000e+00,-1.31711930e-01,4.99337333e-01
10,10,0,8.20000000e+00,-1.34548611e-01,1
20,10,10,8.20000000e+00,-1.24829489e-01,5.01174200e-01
267,10,257,8.20000000e+00,-1.32099454e-01,5.02941313e-01
515,10,505,8.20000000e+00,-1.33200025e-01,5.01302083e-01
762,10,752,8.20000000e+00,-1.25697545e-01,4.99988374e-01
1010,10,1000,8.20000000e+00,-1.33184524e-01,4.95756603e-01
31,31,0,8.20000000e+00,-1.34765625e-01,1
41,31,10,8.20000000e+00,-1.28673735e-01,5.00999814e-01
288,31,257,8.20000000e+00,-1.31711930e-01,5.01953125e-01
536,31,505,8.20000000e+00,-1.23418899e-01,5.02057757e-01
783,31,752,8.20000000e+00,-1.28875248e-01,5.00302269e-01
1031,31,1000,8.20000000e+00,-1.29231771e-01,4.99988374e-01
100,100,0,8.20000000e+00,-1.27526662e-01,1
110,100,10,8.20000000e+00,-1.33432540e-01,4.97244699e-01
357,100,257,8.20000000e+00,-1.30177331e-01,4.93222191e-01
605,100,505,8.20000000e+00,-1.21977307e-01,5.00790551e-01
852,100,752,8.20000000e+00,-1.30502852e-01,5.01325335e-01
1100,100,1000,8.20000000e+00,-1.33324033e-01,4.97395833e-01
1,1,0,8.30000000e+00,-1.26643105e-01,1
11,1,10,8.30000000e+00,-1.27821181e-01,5.00023251e-01
258,1,257,8.30000000e+00,-1.30750868e-01,4.99813988e-01
506,1,505,8.30000000e+00,-1.29944816e-01,5.02325149e-01
753,1,752,8.30000000e+00,-1.20179191e-01,4.99755859e-01
1001,1,1000,8.30000000e+00,-1.26860119e-01,5.00488281e-01
